2311.59   50.9974   188.908
2260.96   -201.665   196.774
2272.62   164.701   -139.281
2094.84   -2.19757   -76.2966
2397.05   -76.7879   -120.376
2136.38   180.729   -31.5526
2343.43   -155.573   -135.681
2276.8   153.582   195.93
2454.72   56.2394   64.2402
2284.76   -39.8394   11.6215
2391.88   -134.802   -43.5627
2192   -158.165   189.744
2409.7   81.4554   -198.693
2421.05   74.3267   -68.5958
2270.93   -112.303   71.959
2256.62   -67.0796   -106.137
2407.3   -205.952   -161.834
2134.08   -197.476   -197.107
2327.99   182.563   70.4936
2247.69   -18.2324   -13.9594
2292.71   169.912   -106.458
2296.37   108.94   -182.057
2097.55   153.533   176.037
2210.12   125.357   -33.0579
2220.25   -185.264   147.922
2462.78   -90.0421   208.315
2457.8   -70.3892   176.207
2241.69   -140.542   38.5839
2491.56   -110.134   127.269
2456.32   105.316   -4.996
2209.56   143.413   52.4445
2285.73   158.489   21.0189
2309.69   -56.9152   -177.495
2292.39   86.9484   105.876
2204.49   101.708   39.1715
2239.01   -87.3782   -165.169
2142.56   65.5505   -82.2068
2418.85   144.173   -83.6312
2283.1   191.695   183.209
2339.6   -117.858   -49.7802
2269.9   72.1172   -48.9942
2377.46   -172.99   150.171
2257.05   68.5449   149.527
2370.11   145.479   -165.469
2403.68   159.603   -149.823
2313.12   85.8544   -106.261
2162.36   -20.0793   -100.217
2304.43   -5.63177   110.278
2346.42   4.99608   116.167
2268.52   201.711   -113.251
2121.07   -17.0283   102.49
2467.92   194.422   -209.995
2493.14   -210.843   114.825
2163.95   39.8463   -100.105
2207.37   182.552   -22.6932
2469.97   -170.156   -175.867
2407.32   -166.921   107.488
2272.09   55.0326   -18.0278
2311.66   68.7705   -100.905
2278.27   116.072   -12.844
2339.61   -191.868   -95.7999
2223.42   -181.804   -154.166
2251.53   -172.119   212.769
2407.96   12.4211   163.336
2281.83   50.1123   130.442
2096.84   102.898   20.1924
2401.4   -200.12   173.44
2372.28   158.795   200.12
2479.57   -10.2682   -153.292
2444.69   26.6041   88.6582
2304.94   -175.647   -102.763
2385.91   116.089   -42.0206
2147.76   123.254   -1.81873
2416.6   107.113   -207.276
2287.49   157.227   -184.557
2176.11   95.6332   -10.0928
2400.62   6.31918   27.076
2279.46   -77.6881   47.361
2391.59   61.0911   41.9707
2488.47   -154.766   206.207
2112.54   -210.369   193.538
2326.04   -55.2205   40.9553
2482.99   51.7808   -6.33887
2125.12   72.3536   63.532
2109.62   -109.215   35.5
2373.52   -143.453   75.823
2261.5   -24.8616   -189.449
2392.43   -4.92802   -22.4346
2164.77   203.541   -38.3711
2402.63   -184.73   -149.596
2136.88   168.1   -210.027
2432.98   -131.552   -181.057
2200.79   159.526   -125.588
2174.89   193.464   -141.32
2437.13   -18.4819   78.9668
2217.13   -88.0569   -208.572
2296.04   179.34   -101.894
2088.24   167.477   -130.98
2259.15   -100.733   160.288
2407.35   -117.44   -155.667
2394.06   179.581   19.5309
2354.68   77.2272   162.331
2441.39   184.727   62.9508
2400.78   58.8948   12.4528
2275.25   -168.284   -209.731
2240.43   205.985   79.9211
2251.36   39.5322   -106.652
2334.5   -206.079   63.3569
2209.65   85.1356   6.66567
2257.75   -208.675   -199.376
2283.14   -117.206   -207.41
2086.58   -78.4476   37.4494
2402.61   -167.743   53.8282
2174.75   -70.3718   95.8612
2259.14   147.306   -110.553
2283.81   86.6876   94.4321
2361.23   -122.525   63.2796
2277.69   -128.397   -146.792
2087.02   -63.8176   182.287
2085.98   -156.695   46.9903
2169.04   150.512   -203.8
2307.23   -210.876   -24.1803
2330.3   131.059   194.115
2206.43   -19.6987   176.57
2132.35   -12.2524   -52.5433
2096.93   -177.3   -5.06053
2375.39   151.819   -98.2592
2440.9   -161.587   169.777
2326.17   161.173   65.4568
2125.7   -195.209   35.5443
2088.33   186.618   -69.9464
2396.34   -143.827   129.83
2131.61   74.1303   39.569
2197.26   -67.1196   140.124
2322.26   214.19   -173.554
2134.89   90.0658   -123.227
2288.95   171.767   -42.66
2147.18   -96.6707   -76.8071
2087.65   -207.456   201.321
2223.06   -49.3488   64.151
2439.45   -8.23863   -174.586
2114.43   -122.43   196.732
2266.93   46.6511   53.8863
2249.39   17.6309   77.7379
2377.89   151.109   -34.7624
2165.57   124.739   -185.2
2423.75   -170.412   139.031
2122.96   -39.0323   -183.322
2102.76   92.8055   -102.906
2441.34   90.9035   12.4852
2239.62   185.384   -158.744
2426.2   -207.34   57.3938
2184.27   194.13   -4.70565
2209.1   -153.974   -81.7371
2308.36   29.6134   -37.7188
2337.23   -97.7396   104.968
2082.51   87.2827   160.005
2372.79   172.91   -52.6545
2441.8   97.8193   202.617
2457.19   202.738   -38.1452
2447.96   113.931   157.609
2424.96   -50.3539   110.004
2201.26   10.2279   -191.471
2396.72   22.7808   -117.135
2467.44   -92.0619   -63.5432
2293.67   58.1378   92.7297
2493.03   -33.1799   -32.0357
2166.79   78.1503   79.3691
2377.18   -100.418   112.491
2266.94   152.982   -88.0283
2250.63   193.495   199.417
2240.8   96.1139   -68.8017
2229.03   47.1183   82.4195
2238.52   -153.362   -79.6168
2314.63   -34.0727   -212.603
2414.7   125.119   -8.78101
2102.79   33.9603   204.456
2224.38   109.066   49.6891
2400.4   200.751   194.47
2435.52   -143.198   111.803
2359.82   -72.7337   159.672
2222.13   94.7079   141.367
2335.54   -125.191   -122.371
2328.94   -182.975   -168.31
2225.5   -108.513   -172.998
2367.64   70.0277   -136.219
2269.55   -97.1392   -94.5825
2166.88   -40.5448   -28.7461
2190.04   -10.8626   -190.782
2179.32   190.055   200.342
2155.49   -63.888   203.323
2167.85   -50.3118   -168.806
2342.17   -157.828   -81.8242
2127.37   91.4014   136.505
2491.35   125.304   15.11
2093.95   -20.5168   -40.6028
2253.58   -39.1537   185.587
